member_id,name,gender,email,phone,fav_drink,birthdate,member_since,level,recent_visit,recency,frequency,monetary
647,Pancetti,F,Pancetti.ex@sunflowermail.com,0942595974,Mocha,1976-10-09,2022-10-06,silver,2024-12-06 09:38:00,24.0,12.0,1925.0
648,Groucho,M,Groucho.ai@daisymail.com,0997718653,Espresso,1991-09-23,2022-10-07,silver,2024-12-23 21:43:00,7.0,18.0,2850.0
649,Pear,F,Pear.cq@irismail.com,0879448432,Yuzu Tea,1993-07-23,2022-10-07,silver,2024-11-27 17:26:00,33.0,17.0,2270.0
650,Tad,M,Tad.fn@lilymail.com,0833193863,Green Tea,2006-04-28,2022-10-08,silver,2024-11-27 20:44:00,33.0,18.0,2530.0
651,Biff,M,Biff.op@dahlia.com,0999694975,Cappuccino,2005-05-18,2022-10-08,silver,2024-12-23 19:51:00,7.0,19.0,3095.0
652,Torrung,F,Torrung.id@daffodilmail.com,0679439599,Espresso,2000-07-08,2022-10-08,silver,2024-11-28 13:57:00,32.0,16.0,2600.0
653,Kumkaew,F,Kumkaew.sm@irismail.com,0942188080,Green Tea,1969-02-19,2022-10-08,silver,2024-12-31 10:48:00,-1.0,24.0,3490.0
654,Renรฉe,F,Renรฉe.jo@sunflowermail.com,0828464944,Green Tea,1997-10-28,2022-10-08,silver,2024-11-08 17:45:00,52.0,17.0,2975.0
655,Puddles,F,Puddles.cn@daffodilmail.com,0857873350,Yuzu Tea,2000-07-22,2022-10-10,silver,2024-11-20 12:53:00,40.0,16.0,2580.0
656,Marcel,M,Marcel.rr@sunflowermail.com,0966648752,Espresso,1999-09-14,2022-10-11,silver,2024-11-15 15:49:00,45.0,15.0,1985.0
657,Maddie,F,Maddie.ux@tulipmail.com,0964183881,Bubble Tea,1989-02-07,2022-10-12,silver,2024-12-14 15:21:00,16.0,18.0,3375.0
658,Pop,M,Pop.cm@daisymail.com,0881061044,Bubble Tea,2002-02-24,2022-10-12,silver,2024-10-02 19:06:00,89.0,11.0,1485.0
659,Beau,M,Beau.jk@sunflowermail.com,0615429727,Bubble Tea,2000-10-15,2022-10-13,silver,2024-12-17 20:24:00,13.0,20.0,3370.0
660,Benz,M,Benz.qg@lotusmail.com,0986775305,Bubble Tea,1992-01-02,2022-10-13,silver,2024-11-29 15:24:00,31.0,23.0,3120.0
661,Boomer,M,Boomer.aa@tulipmail.com,0632021519,Thai Tea,1995-03-12,2022-10-14,silver,2024-11-14 18:51:00,46.0,16.0,2595.0
662,Poppy,F,Poppy.nw@tulipmail.com,0973647777,Bubble Tea,1998-01-06,2022-10-14,silver,2024-12-27 12:11:00,3.0,21.0,3615.0
663,Monique,F,Monique.hv@rosemail.com,0679787366,Latte,1974-01-10,2022-10-14,silver,2024-11-22 13:44:00,38.0,10.0,1340.0
664,Aim,F,Aim.sp@sunflowermail.com,0947728880,Bubble Tea,1973-06-10,2022-10-14,silver,2024-12-23 12:22:00,7.0,16.0,2775.0
665,Ae,F,Ae.bn@lotusmail.com,0878002420,Bubble Tea,1975-02-27,2022-10-16,silver,2024-12-24 15:34:00,6.0,14.0,1920.0
666,Flora,F,Flora.ga@dahlia.com,0915302842,Yuzu Tea,1991-05-17,2022-10-17,silver,2023-12-08 19:01:00,388.0,12.0,2765.0
667,Apollo,M,Apollo.st@tulipmail.com,0914010657,Cappuccino,1987-07-02,2022-10-18,silver,2024-12-13 15:53:00,17.0,23.0,3580.0
668,Ed,M,Ed.oo@tulipmail.com,0621650646,Mocha,1971-03-01,2022-10-18,silver,2024-11-12 17:25:00,48.0,24.0,3615.0
669,Rosie,F,Rosie.os@dahlia.com,0962382024,Bubble Tea,1989-07-04,2022-10-18,silver,2024-12-24 13:20:00,6.0,17.0,2390.0
670,Kao,M,Kao.ri@dahlia.com,0940060985,Bubble Tea,1978-03-23,2022-10-18,silver,2024-10-29 13:13:00,62.0,14.0,3030.0
671,May,F,May.xm@dahlia.com,0993079957,Yuzu Tea,2004-10-16,2022-10-18,silver,2024-11-14 19:10:00,46.0,14.0,2910.0
672,Ohm,M,Ohm.qi@dahlia.com,0677761187,Bubble Tea,1972-09-04,2022-10-19,silver,2024-12-17 09:08:00,13.0,11.0,1525.0
673,Paew,F,Paew.jn@daisymail.com,0835458391,Bubble Tea,2002-10-07,2022-10-20,silver,2024-12-06 15:15:00,24.0,14.0,1550.0
674,Keaton,M,Keaton.ow@daffodilmail.com,0685062445,Bubble Tea,2007-11-14,2022-10-20,silver,2024-12-03 21:42:00,27.0,10.0,1510.0
675,Vesta,F,Vesta.ay@dahlia.com,0888290457,Bubble Tea,1991-11-27,2022-10-20,silver,2024-11-21 10:48:00,39.0,16.0,2200.0
676,Goy,F,Goy.js@lotusmail.com,0804889020,Iced Latte,1989-10-21,2022-10-20,silver,2024-12-21 09:32:00,9.0,13.0,4560.0
677,Neen,F,Neen.bd@sunflowermail.com,0982946802,Bubble Tea,1989-09-23,2022-10-21,silver,2024-12-01 16:14:00,29.0,18.0,3175.0
678,Oum,F,Oum.se@sunflowermail.com,0900987298,Mocha,1990-08-10,2022-10-21,silver,2024-12-02 11:43:00,28.0,13.0,2525.0
679,Molly,F,Molly.im@sunflowermail.com,0676303453,Yuzu Tea,1988-03-16,2022-10-21,silver,2024-12-07 15:47:00,23.0,18.0,2810.0
680,Admiral,M,Admiral.ck@dahlia.com,0827526327,Bubble Tea,1991-12-04,2022-10-22,silver,2024-12-17 12:30:00,13.0,15.0,2875.0
681,Rhonda,F,Rhonda.yn@irismail.com,0947256775,Bubble Tea,1967-01-26,2022-10-22,silver,2024-11-25 15:03:00,35.0,11.0,1255.0
682,Charlise,F,Charlise.ao@lilymail.com,0903782864,Green Tea,2004-07-25,2022-10-22,silver,2024-11-15 18:53:00,45.0,19.0,3415.0
683,Hans,M,Hans.mz@sunflowermail.com,0689304813,Bubble Tea,1991-08-25,2022-10-22,silver,2023-12-27 17:07:00,369.0,11.0,1255.0
684,Sterling,M,Sterling.kv@lilymail.com,0979324903,Green Tea,1973-07-16,2022-10-23,silver,2024-12-19 08:58:00,11.0,22.0,3895.0
685,Sam,M,Sam.on@carnationmail.com,0660658756,Mocha,1994-03-25,2022-10-23,silver,2024-11-25 09:56:00,35.0,22.0,3230.0
686,Francine,F,Francine.fb@lilymail.com,0649052019,Green Tea,1970-03-02,2022-10-23,silver,2024-11-18 16:41:00,42.0,21.0,3400.0
687,Janjira,F,Janjira.op@daisymail.com,0987675195,Bubble Tea,1973-03-27,2022-10-23,silver,2024-12-03 20:55:00,27.0,16.0,2525.0
688,Stinky,M,Stinky.fv@lilymail.com,0972476824,Cappuccino,1973-09-26,2022-10-23,silver,2023-11-01 09:59:00,425.0,4.0,705.0
689,Minnie,F,Minnie.gi@rosemail.com,0850021321,Bubble Tea,2002-11-06,2022-10-23,silver,2024-11-29 07:47:00,31.0,20.0,2615.0
690,Maliwan,F,Maliwan.ar@sunflowermail.com,0631357199,Mocha,1998-05-24,2022-10-23,silver,2024-12-03 16:29:00,27.0,25.0,5200.0
691,Weber,M,Weber.qz@sunflowermail.com,0959774629,Bubble Tea,2002-07-10,2022-10-24,silver,2024-12-31 09:27:00,-1.0,24.0,4120.0
692,Zung,F,Zung.ui@sunflowermail.com,0829969348,Bubble Tea,1975-06-25,2022-10-25,silver,2024-11-29 13:53:00,31.0,16.0,3320.0
693,Broffina,F,Broffina.ui@sunflowermail.com,0618817514,Thai Tea,1993-07-05,2022-10-26,silver,2024-12-17 15:22:00,13.0,18.0,3255.0
694,Por,F,Por.zy@rosemail.com,0803646763,Green Tea,1993-12-22,2022-10-26,silver,2024-11-25 10:18:00,35.0,16.0,2980.0
695,Lynn,F,Lynn.ao@dahlia.com,0971514855,Americano,1967-03-11,2022-10-26,silver,2023-11-27 13:47:00,399.0,6.0,515.0
696,Waan,F,Waan.ma@daisymail.com,0674886784,Espresso,2007-05-01,2022-10-27,silver,2024-11-12 16:51:00,48.0,11.0,1645.0
697,Hans,M,Hans.mz@sunflowermail.com,0931988134,Bubble Tea,2000-08-26,2022-10-27,silver,2024-12-31 11:08:00,-1.0,18.0,3140.0
698,Murphy,M,Murphy.ct@tulipmail.com,0842319240,Green Tea,1994-11-10,2022-10-28,silver,2024-12-23 10:05:00,7.0,24.0,3605.0
699,Buzz,M,Buzz.sp@daffodilmail.com,0916218405,Bubble Tea,1993-03-17,2022-10-28,silver,2024-12-16 13:16:00,14.0,20.0,2645.0
700,Ricky,M,Ricky.bg@carnationmail.com,0911679803,Bubble Tea,1995-05-04,2022-10-28,silver,2024-12-26 15:03:00,4.0,24.0,4125.0
701,Iya,F,Iya.bh@lilymail.com,0950258355,Green Tea,1972-11-07,2022-10-30,silver,2024-10-02 17:29:00,89.0,16.0,3135.0
702,Sterling,M,Sterling.kv@lilymail.com,0980162605,Green Tea,1993-12-17,2022-10-31,silver,2024-12-13 07:41:00,17.0,16.0,2170.0
703,Peewee,M,Peewee.yh@lilymail.com,0812414420,Bubble Tea,2004-02-25,2022-10-31,silver,2024-11-06 12:46:00,54.0,14.0,2490.0
704,Leonardo,M,Leonardo.zt@dahlia.com,0891167014,Jasmine Tea,1994-05-22,2022-10-31,silver,2024-12-16 08:04:00,14.0,19.0,2220.0
705,Paew,F,Paew.jn@daisymail.com,0698777498,Thai Tea,1993-07-18,2022-11-02,silver,2024-12-17 08:15:00,13.0,8.0,740.0
706,Tom,M,Tom.nr@tulipmail.com,0645449149,Mocha Cold Brew,2000-07-02,2022-11-02,silver,2024-11-24 16:10:00,36.0,7.0,1565.0
707,Pun,M,Pun.st@rosemail.com,0693323033,Americano,2008-06-13,2022-11-02,silver,2024-11-26 13:38:00,34.0,12.0,1885.0
708,Keng,M,Keng.ur@sunflowermail.com,0628196588,Yuzu Tea,1996-02-13,2022-11-02,silver,2024-12-26 12:44:00,4.0,7.0,1015.0
709,Coco,F,Coco.ea@sunflowermail.com,0884952592,Yuzu Tea,2004-09-01,2022-11-03,silver,2024-11-30 13:47:00,30.0,7.0,750.0
710,Barold,M,Barold.lf@daffodilmail.com,0936839818,Black Tea,1990-12-25,2022-11-03,silver,2024-11-23 18:54:00,37.0,10.0,1320.0
711,Meen,F,Meen.ia@dahlia.com,0624244246,Yuzu Tea,1978-12-05,2022-11-04,silver,2024-11-30 11:36:00,30.0,8.0,790.0
712,Buck,M,Buck.xa@lilymail.com,0818638877,Nitro Flat White,1997-07-18,2022-11-04,silver,2024-12-23 18:27:00,7.0,8.0,1515.0
713,Leonardo,M,Leonardo.zt@dahlia.com,0689565101,Iced Latte,1989-06-19,2022-11-04,silver,2024-12-02 10:33:00,28.0,4.0,415.0
714,Julian,M,Julian.hl@dahlia.com,0607368840,Yuzu Tea,1968-04-08,2022-11-05,silver,2024-12-23 15:06:00,7.0,7.0,1100.0
715,Portia,F,Portia.hw@lilymail.com,0934045812,Nitro Flat White,1990-09-13,2022-11-05,silver,2023-12-27 17:59:00,369.0,8.0,1310.0
716,Nan,F,Nan.iq@carnationmail.com,0661137928,Bubble Tea,1994-02-20,2022-11-05,silver,2024-11-22 15:34:00,38.0,5.0,730.0
717,Claudia,F,Claudia.vu@rosemail.com,0631496778,Bubble Tea,1994-11-23,2022-11-06,silver,2024-11-28 18:31:00,32.0,7.0,825.0
718,Ken,M,Ken.rd@daffodilmail.com,0645578724,Thai Tea,1973-07-14,2022-11-06,silver,2024-11-21 15:25:00,39.0,14.0,2145.0
719,Rod,M,Rod.oy@lotusmail.com,0873196426,Jasmine Tea,1998-05-26,2022-11-06,silver,2024-12-17 12:23:00,13.0,6.0,1155.0
720,Chin,M,Chin.xf@rosemail.com,0963535021,Iced Latte,2004-09-07,2022-11-07,silver,2023-12-22 10:15:00,374.0,4.0,420.0
721,Fah,F,Fah.uv@irismail.com,0653043014,Americano,2003-02-02,2022-11-07,silver,2024-11-11 15:06:00,49.0,6.0,1085.0
722,Jan,F,Jan.dp@daisymail.com,0887926808,Mocha,2003-01-13,2022-11-08,silver,2024-12-23 18:56:00,7.0,10.0,1100.0
723,Aoy,F,Aoy.hh@sunflowermail.com,0638022537,Cappuccino,2000-03-13,2022-11-08,silver,2024-12-11 17:24:00,19.0,9.0,2030.0
724,Bambee,F,Bambee.fh@rosemail.com,0898414868,Jasmine Tea,1998-12-25,2022-11-08,silver,2024-12-01 14:28:00,29.0,10.0,1335.0
725,Jazz,F,Jazz.pw@tulipmail.com,0913838395,Espresso,1991-01-15,2022-11-08,silver,2024-12-22 15:02:00,8.0,12.0,1665.0
726,Truffles,F,Truffles.ek@sunflowermail.com,0944156545,Iced Latte,1992-01-18,2022-11-09,silver,2024-12-18 16:59:00,12.0,8.0,1065.0
727,Harry,M,Harry.zd@tulipmail.com,0913437718,Cappuccino,2006-03-14,2022-11-09,silver,2024-12-24 12:53:00,6.0,9.0,875.0
728,Nong,F,Nong.qs@dahlia.com,0855606463,Yuzu Tea,1992-08-03,2022-11-09,silver,2024-11-27 10:57:00,33.0,11.0,2210.0
729,Sai,F,Sai.pa@carnationmail.com,0602333881,Jasmine Tea,1991-02-17,2022-11-10,silver,2024-12-15 16:44:00,15.0,11.0,1300.0
730,Bam,F,Bam.xf@rosemail.com,0638792105,Yuzu Tea,1996-02-23,2022-11-10,silver,2024-12-24 10:48:00,6.0,8.0,840.0
731,Cleo,F,Cleo.ud@daisymail.com,0840184546,Green Tea,1974-08-04,2022-11-10,silver,2024-12-18 15:38:00,12.0,11.0,1540.0
732,Gae,F,Gae.el@daisymail.com,0645806835,Thai Tea,2004-02-26,2022-11-12,silver,2024-11-29 13:53:00,31.0,15.0,2440.0
733,First,M,First.qq@sunflowermail.com,0962937389,Bubble Tea,2003-07-28,2022-11-12,silver,2024-12-27 19:13:00,3.0,7.0,810.0
734,Game,M,Game.cl@sunflowermail.com,0953357389,Mocha,1987-08-08,2022-11-12,silver,2024-12-12 16:04:00,18.0,15.0,2005.0
735,Ketchup,F,Ketchup.vy@dahlia.com,0936768367,Latte,1972-05-18,2022-11-14,silver,2024-12-10 12:53:00,20.0,12.0,1885.0
736,Maggie,F,Maggie.fq@dahlia.com,0691744588,Mocha,1987-12-10,2022-11-14,silver,2023-12-26 08:42:00,370.0,10.0,2175.0
737,Fifa,F,Fifa.gt@daisymail.com,0829064981,Mocha,2004-10-18,2022-11-15,silver,2024-11-29 15:15:00,31.0,11.0,2505.0
738,Snake,M,Snake.ux@tulipmail.com,0648092862,Bubble Tea,2007-04-24,2022-11-15,silver,2024-11-19 10:14:00,41.0,11.0,1435.0
739,Parn,F,Parn.ck@irismail.com,0644824869,Latte,1990-03-11,2022-11-17,silver,2024-11-22 15:48:00,38.0,7.0,1130.0
740,Robin,F,Robin.qg@tulipmail.com,0949348897,Thai Tea,1988-07-24,2022-11-17,silver,2024-12-04 18:21:00,26.0,11.0,1220.0
741,Skye,F,Skye.gb@lotusmail.com,0695077500,Thai Tea,2005-03-10,2022-11-17,silver,2024-12-03 07:15:00,27.0,17.0,2410.0
742,Cleo,F,Cleo.ud@daisymail.com,0969849969,Thai Tea,1965-12-02,2022-11-17,silver,2024-11-26 09:50:00,34.0,9.0,1190.0
743,Kim,M,Kim.co@dahlia.com,0964330173,Cappuccino,1991-07-13,2022-11-18,silver,2024-11-21 16:07:00,39.0,9.0,965.0
744,Maddie,F,Maddie.ux@tulipmail.com,0671927264,Bubble Tea,1990-01-03,2022-11-18,silver,2024-12-21 20:58:00,9.0,11.0,1155.0
745,Icey,F,Icey.us@dahlia.com,0875068946,Bubble Tea,1995-04-21,2022-11-19,silver,2024-12-11 17:24:00,19.0,8.0,1185.0
746,Portia,F,Portia.hw@lilymail.com,0842824972,Bubble Tea,1972-11-03,2022-11-19,silver,2024-11-22 09:02:00,38.0,5.0,1025.0
747,Jaja,F,Jaja.gn@tulipmail.com,0847130324,Bubble Tea,1976-07-05,2022-11-19,silver,2024-12-19 14:46:00,11.0,9.0,870.0
748,Tam,M,Tam.od@lotusmail.com,0895256018,Bubble Tea,1975-04-05,2022-11-20,silver,2024-11-25 12:18:00,35.0,13.0,1675.0
749,Cole,M,Cole.sy@carnationmail.com,0860506002,Iced Latte,1990-01-15,2022-11-21,silver,2024-12-16 11:58:00,14.0,13.0,1305.0
750,Charlise,F,Charlise.ao@lilymail.com,0833978225,Thai Tea,1992-05-02,2022-11-21,silver,2024-11-17 10:46:00,43.0,9.0,850.0
751,Moo,F,Moo.hx@daffodilmail.com,0923114855,Yuzu Tea,2002-03-04,2022-11-22,silver,2023-12-19 14:56:00,377.0,7.0,1225.0
752,Roscoe,M,Roscoe.st@dahlia.com,0664062638,Bubble Tea,2008-06-09,2022-11-22,silver,2024-12-26 12:35:00,4.0,7.0,930.0
753,Pon,M,Pon.wk@lilymail.com,0620693053,Bubble Tea,1994-06-25,2022-11-23,silver,2024-11-28 16:52:00,32.0,8.0,995.0
754,Aoy,F,Aoy.hh@sunflowermail.com,0684577558,Yuzu Tea,1973-05-18,2022-11-23,silver,2023-12-20 15:38:00,376.0,5.0,480.0
755,Angus,M,Angus.oc@rosemail.com,0655497198,Americano,2007-09-23,2022-11-23,silver,2024-12-04 08:06:00,26.0,6.0,1115.0
756,Boom,F,Boom.no@sunflowermail.com,0805062130,Bubble Tea,1973-10-06,2022-11-23,silver,2024-12-09 19:22:00,21.0,5.0,700.0
757,Mon,M,Mon.em@irismail.com,0966275271,Yuzu Tea,2003-11-08,2022-11-24,silver,2023-12-23 12:52:00,373.0,6.0,975.0
758,Norma,F,Norma.ki@irismail.com,0936211669,Green Tea,1992-01-06,2022-11-24,silver,2023-12-08 10:52:00,388.0,3.0,975.0
759,Flo,F,Flo.ra@daisymail.com,0892778677,Black Tea,2001-02-13,2022-11-24,silver,2024-12-07 17:32:00,23.0,9.0,1320.0
760,Lin,F,Lin.qi@lilymail.com,0635549099,Bubble Tea,1993-03-04,2022-11-24,silver,2024-11-30 15:03:00,30.0,4.0,450.0
761,Quillson,M,Quillson.fh@dahlia.com,0910710795,Cappuccino,2005-09-09,2022-11-25,silver,2024-12-13 15:36:00,17.0,8.0,1275.0
762,Aon,M,Aon.lp@sunflowermail.com,0836900063,Yuzu Tea,2007-07-27,2022-11-25,silver,2024-11-09 08:49:00,51.0,10.0,1260.0
763,Cyd,M,Cyd.yg@irismail.com,0971343442,Yuzu Tea,1989-11-10,2022-11-26,silver,2024-12-03 15:06:00,27.0,12.0,1235.0
764,Elvis,M,Elvis.wu@daffodilmail.com,0642007286,Bubble Tea,1994-07-28,2022-11-26,silver,2024-12-05 10:18:00,25.0,8.0,1730.0
765,Baifern,F,Baifern.qf@irismail.com,0920824288,Jasmine Tea,1991-08-08,2022-11-27,silver,2024-11-26 17:09:00,34.0,3.0,400.0
766,Aun,F,Aun.qy@lotusmail.com,0922433600,Cappuccino,1991-05-24,2022-11-27,silver,2024-11-11 15:58:00,49.0,9.0,1455.0
767,Pekoe,F,Pekoe.mh@rosemail.com,0962703949,Thai Tea,2005-01-04,2022-11-29,silver,2023-12-26 12:21:00,370.0,7.0,750.0
768,Note,M,Note.al@tulipmail.com,0929569436,Green Tea,1990-02-03,2022-11-30,silver,2024-12-20 14:49:00,10.0,9.0,2380.0
769,Gubgib,F,Gubgib.qe@dahlia.com,0986194826,Bubble Tea,1993-06-22,2022-11-30,silver,2024-11-11 19:07:00,49.0,12.0,1605.0
770,Pat,F,Pat.js@daffodilmail.com,0646203279,Mocha,1992-07-21,2022-11-30,silver,2024-11-04 16:09:00,56.0,5.0,1185.0
771,Pam,F,Pam.dp@dahlia.com,0801908407,Bubble Tea,1993-01-08,2022-12-02,silver,2023-12-25 15:30:00,371.0,3.0,405.0
772,Song,F,Song.be@rosemail.com,0903649843,Black Tea,1994-02-16,2022-12-02,silver,2023-12-28 07:17:00,368.0,3.0,400.0
773,Boomer,M,Boomer.aa@tulipmail.com,0857686299,Bubble Tea,1975-07-03,2022-12-03,silver,2024-12-03 09:25:00,27.0,2.0,360.0
774,Erik,M,Erik.jz@sunflowermail.com,0876717065,Thai Tea,1994-08-26,2022-12-03,silver,2024-12-17 14:36:00,13.0,4.0,600.0
775,Bonus,F,Bonus.iw@carnationmail.com,0686900438,Yuzu Tea,1971-03-07,2022-12-03,silver,2023-12-15 18:03:00,381.0,2.0,345.0
778,Pear,F,Pear.cq@irismail.com,0665848306,Iced Latte,1973-01-05,2022-12-04,silver,2023-12-27 20:05:00,369.0,2.0,260.0
780,Nut,M,Nut.cq@daffodilmail.com,0911830786,Bubble Tea,1989-10-12,2022-12-04,silver,2024-12-24 15:35:00,6.0,5.0,760.0
781,Zell,M,Zell.jk@daisymail.com,0936013863,Iced Americano,1973-09-26,2022-12-05,silver,2024-12-16 09:55:00,14.0,5.0,375.0
782,Benedict,M,Benedict.ps@dahlia.com,0619370833,Bubble Tea,1973-12-20,2022-12-05,silver,2023-12-28 15:05:00,368.0,4.0,1190.0
783,Phoebe,F,Phoebe.xu@irismail.com,0648577825,Iced Latte,1971-06-19,2022-12-06,silver,2023-12-26 06:36:00,370.0,2.0,155.0
785,Kevin,M,Kevin.st@dahlia.com,0947001722,Thai Tea,2003-11-25,2022-12-07,silver,2023-12-28 10:38:00,368.0,3.0,650.0
786,Fauna,F,Fauna.sn@lilymail.com,0692553953,Cappuccino,2004-06-17,2022-12-07,silver,2023-12-19 15:40:00,377.0,3.0,470.0
787,Wendy,F,Wendy.xn@lilymail.com,0654139072,Bubble Tea,2005-10-23,2022-12-08,silver,2024-12-17 21:28:00,13.0,4.0,540.0
788,Neng,M,Neng.qr@irismail.com,0903106881,Iced Latte,1999-11-19,2022-12-09,silver,2024-12-11 19:17:00,19.0,4.0,455.0
789,Chief,M,Chief.wh@sunflowermail.com,0976900733,Bubble Tea,1975-01-10,2022-12-10,silver,2024-12-12 11:22:00,18.0,4.0,680.0
790,Maprang,F,Maprang.pr@tulipmail.com,0814959705,Bubble Tea,1991-11-27,2022-12-10,silver,2024-12-01 12:29:00,29.0,2.0,155.0
791,Ketchup,F,Ketchup.vy@dahlia.com,0621719177,Nitro Flat White,1985-09-23,2022-12-11,silver,2024-12-21 16:47:00,9.0,1.0,155.0
792,Joy,F,Joy.xl@dahlia.com,0987299547,Jasmine Tea,1993-06-14,2022-12-11,silver,2024-12-23 10:44:00,7.0,5.0,1715.0
793,Olivia,F,Olivia.iw@lotusmail.com,0880903016,Iced Latte,1989-12-10,2022-12-11,silver,2024-12-18 11:54:00,12.0,3.0,265.0
794,Rain,F,Rain.zb@daisymail.com,0969990348,Green Tea,1994-07-26,2022-12-11,silver,2024-12-20 19:24:00,10.0,6.0,1260.0
795,Film,M,Film.hv@lotusmail.com,0959891128,Bubble Tea,1993-05-21,2022-12-11,silver,2024-12-16 19:57:00,14.0,2.0,240.0
796,Stinky,M,Stinky.fv@lilymail.com,0656292951,Bubble Tea,1985-02-18,2022-12-12,silver,2024-12-17 10:28:00,13.0,4.0,690.0
797,Pop,M,Pop.cm@daisymail.com,0634248679,Espresso,1976-02-04,2022-12-14,silver,2024-12-17 19:00:00,13.0,6.0,955.0
799,Maelle,F,Maelle.ew@irismail.com,0884600305,Cappuccino,1994-02-20,2022-12-15,silver,2023-12-22 18:33:00,374.0,2.0,145.0
801,Hans,M,Hans.mz@sunflowermail.com,0873345464,Green Tea,1975-04-07,2022-12-17,silver,2023-12-20 16:29:00,376.0,2.0,615.0
802,Bud,M,Bud.pv@daffodilmail.com,0604252297,Thai Tea,1992-08-14,2022-12-17,silver,2024-12-06 21:57:00,24.0,6.0,1115.0
803,Apollo,M,Apollo.st@tulipmail.com,0647698911,Iced Latte,1993-07-20,2022-12-17,silver,2024-12-09 18:44:00,21.0,3.0,775.0
804,Anda,F,Anda.ss@dahlia.com,0894180091,Iced Latte,1975-06-10,2022-12-18,silver,2024-12-01 15:01:00,29.0,4.0,710.0
805,Chevre,F,Chevre.wi@daisymail.com,0639650999,Green Tea,1990-03-12,2022-12-18,silver,2023-12-26 16:15:00,370.0,1.0,65.0
807,Nok,F,Nok.bg@carnationmail.com,0916315919,Bubble Tea,2000-07-15,2022-12-19,silver,2023-12-27 13:31:00,369.0,2.0,160.0
808,Curly,M,Curly.ux@lilymail.com,0670997307,Yuzu Tea,1976-02-19,2022-12-19,silver,2024-12-01 09:14:00,29.0,3.0,515.0
809,Hazel,F,Hazel.hj@tulipmail.com,0932806617,Yuzu Tea,2007-03-06,2022-12-19,silver,2023-12-27 19:55:00,369.0,4.0,735.0
811,Vee,F,Vee.mg@sunflowermail.com,0989669373,Iced Latte,2008-03-27,2022-12-20,silver,2023-12-22 17:54:00,374.0,2.0,190.0
812,Khing,F,Khing.bh@daisymail.com,0971854230,Green Tea,2007-02-02,2022-12-20,silver,2024-12-17 20:53:00,13.0,4.0,965.0
813,Ploykaew,F,Ploykaew.wx@daffodilmail.com,0698478875,Green Tea,1967-10-27,2022-12-21,silver,2023-12-17 07:27:00,379.0,2.0,240.0
814,Toon,F,Toon.yj@irismail.com,0894966677,Mocha,2006-09-03,2022-12-21,silver,2024-12-24 16:04:00,6.0,3.0,450.0
815,Dan,M,Dan.ot@carnationmail.com,0932591300,Thai Tea,1976-03-26,2022-12-21,silver,2024-12-19 19:53:00,11.0,4.0,1110.0
816,Rudy,M,Rudy.xk@carnationmail.com,0881554420,Green Tea,1993-07-25,2022-12-21,silver,2024-12-09 15:17:00,21.0,3.0,200.0
818,Gigi,F,Gigi.br@rosemail.com,0849685444,Iced Latte,1992-03-01,2022-12-22,silver,2024-12-06 08:56:00,24.0,6.0,715.0
819,Fluke,M,Fluke.lx@lotusmail.com,0635937130,Thai Tea,1991-02-28,2022-12-22,silver,2023-12-21 19:42:00,375.0,3.0,895.0
820,Ling,F,Ling.hs@irismail.com,0901042536,Yuzu Tea,1971-05-14,2022-12-22,silver,2023-12-21 16:02:00,375.0,4.0,590.0
821,Boots,M,Boots.up@irismail.com,0806344608,Nitro Flat White,1987-09-10,2022-12-23,silver,2024-12-09 11:48:00,21.0,2.0,315.0
822,Minta,F,Minta.qc@irismail.com,0857591491,Thai Tea,2001-09-01,2022-12-24,silver,2024-12-20 08:53:00,10.0,4.0,335.0
823,Song,F,Song.be@rosemail.com,0966561099,Americano,2000-07-11,2022-12-24,silver,2024-12-24 12:54:00,6.0,5.0,1675.0
824,Tarn,F,Tarn.kj@daisymail.com,0963668876,Iced Americano,2004-02-01,2022-12-25,silver,2024-12-26 19:42:00,4.0,7.0,1490.0
825,Ruby,F,Ruby.wg@carnationmail.com,0677303248,Cappuccino,1992-11-03,2022-12-26,silver,2023-12-26 15:03:00,370.0,2.0,180.0
826,Grace,F,Grace.pw@irismail.com,0889012033,Bubble Tea,1974-12-06,2022-12-26,silver,2024-12-13 19:09:00,17.0,4.0,320.0
827,View,F,View.ve@daisymail.com,0694596699,Green Tea,2005-04-10,2022-12-26,silver,2024-12-10 15:07:00,20.0,6.0,1385.0
829,Dao,F,Dao.ak@lilymail.com,0884239070,Green Tea,1976-12-23,2022-12-28,silver,2023-12-12 15:37:00,384.0,1.0,600.0
831,Avery,M,Avery.bm@tulipmail.com,0685692557,Iced Latte,2000-06-02,2022-12-29,silver,2024-12-09 17:56:00,21.0,4.0,550.0
832,Frobert,M,Frobert.rx@dahlia.com,0925181147,Green Tea,1994-11-26,2022-12-29,silver,2023-12-21 11:48:00,375.0,4.0,530.0
833,Belle,F,Belle.xd@lilymail.com,0631696289,Iced Latte,1989-07-19,2022-12-30,silver,2023-12-27 16:01:00,369.0,4.0,710.0
834,Ying,F,Ying.pg@lotusmail.com,0601449130,Green Tea,1980-04-26,2022-12-30,silver,2023-12-31 17:39:00,365.0,5.0,790.0
835,Gwen,F,Gwen.fq@lotusmail.com,0807353434,Thai Tea,1990-07-17,2022-12-31,silver,2023-12-22 10:57:00,374.0,2.0,150.0
